[2026-08-28 21:47:05] Decode batch, #running-req: 1, #token: 112, token usage: 0.00, accept len: 1.07, accept rate: 0.27, cuda graph: True, gen throughput (token/s): 1.37, #queue-req: 0
[2026-08-28 21:47:59] Decode batch, #running-req: 1, #token: 268, token usage: 0.00, accept len: 1.35, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 151.20, #queue-req: 0
[2026-08-28 21:47:59] Decode batch, #running-req: 1, #token: 72, token usage: 0.00, accept len: 1.73, accept rate: 0.43, cuda graph: True, gen throughput (token/s): 183.45, #queue-req: 0
[2026-08-28 21:48:00] Decode batch, #running-req: 1, #token: 129, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 160.29, #queue-req: 0
[2026-08-28 21:48:00] Decode batch, #running-req: 1, #token: 183, token usage: 0.00, accept len: 1.35, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 150.26, #queue-req: 0
[2026-08-28 21:48:00] Decode batch, #running-req: 1, #token: 250, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 186.01, #queue-req: 0
[2026-08-28 21:48:01] Decode batch, #running-req: 1, #token: 59, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 189.74, #queue-req: 0
[2026-08-28 21:48:01] Decode batch, #running-req: 1, #token: 115, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 157.65, #queue-req: 0
[2026-08-28 21:48:01] Decode batch, #running-req: 1, #token: 175, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 167.99, #queue-req: 0
[2026-08-28 21:48:02] Decode batch, #running-req: 1, #token: 245, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 194.96, #queue-req: 0
[2026-08-28 21:48:02] Decode batch, #running-req: 1, #token: 72, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 163.22, #queue-req: 0
[2026-08-28 21:48:02] Decode batch, #running-req: 1, #token: 133, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 170.99, #queue-req: 0
[2026-08-28 21:48:03] Decode batch, #running-req: 1, #token: 192, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 164.57, #queue-req: 0
[2026-08-28 21:48:03] Decode batch, #running-req: 1, #token: 264, token usage: 0.00, accept len: 1.80, accept rate: 0.45, cuda graph: True, gen throughput (token/s): 201.37, #queue-req: 0
[2026-08-28 21:48:04] Decode batch, #running-req: 1, #token: 45, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 173.00, #queue-req: 0
[2026-08-28 21:48:04] Decode batch, #running-req: 1, #token: 107, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 174.06, #queue-req: 0
[2026-08-28 21:48:04] Decode batch, #running-req: 1, #token: 163, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 156.03, #queue-req: 0
[2026-08-28 21:48:05] Decode batch, #running-req: 1, #token: 229, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 183.33, #queue-req: 0
[2026-08-28 21:48:05] Decode batch, #running-req: 1, #token: 292, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 175.60, #queue-req: 0
[2026-08-28 21:48:05] Decode batch, #running-req: 1, #token: 119, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 151.88, #queue-req: 0
[2026-08-28 21:48:06] Decode batch, #running-req: 1, #token: 178, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 163.33, #queue-req: 0
[2026-08-28 21:48:06] Decode batch, #running-req: 1, #token: 242, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 177.90, #queue-req: 0
[2026-08-28 21:48:06] Decode batch, #running-req: 1, #token: 310, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 189.94, #queue-req: 0
[2026-08-28 21:48:07] Decode batch, #running-req: 1, #token: 96, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 163.41, #queue-req: 0
[2026-08-28 21:48:07] Decode batch, #running-req: 1, #token: 161, token usage: 0.00, accept len: 1.62, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 172.51, #queue-req: 0
[2026-08-28 21:48:08] Decode batch, #running-req: 1, #token: 228, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 187.16, #queue-req: 0
[2026-08-28 21:48:08] Decode batch, #running-req: 1, #token: 286, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 162.63, #queue-req: 0
[2026-08-28 21:48:08] Decode batch, #running-req: 1, #token: 90, token usage: 0.00, accept len: 1.73, accept rate: 0.43, cuda graph: True, gen throughput (token/s): 181.20, #queue-req: 0
[2026-08-28 21:48:09] Decode batch, #running-req: 1, #token: 154, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 179.29, #queue-req: 0
[2026-08-28 21:48:09] Decode batch, #running-req: 1, #token: 211, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 158.98, #queue-req: 0
[2026-08-28 21:48:09] Decode batch, #running-req: 1, #token: 281, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 193.53, #queue-req: 0
[2026-08-28 21:48:10] Decode batch, #running-req: 1, #token: 108, token usage: 0.00, accept len: 1.80, accept rate: 0.45, cuda graph: True, gen throughput (token/s): 188.12, #queue-req: 0
[2026-08-28 21:48:10] Decode batch, #running-req: 1, #token: 181, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 203.26, #queue-req: 0
[2026-08-28 21:48:11] Decode batch, #running-req: 1, #token: 245, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 177.88, #queue-req: 0
[2026-08-28 21:48:11] Decode batch, #running-req: 1, #token: 66, token usage: 0.00, accept len: 1.62, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 169.99, #queue-req: 0
[2026-08-28 21:48:11] Decode batch, #running-req: 1, #token: 121, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 153.27, #queue-req: 0
[2026-08-28 21:48:12] Decode batch, #running-req: 1, #token: 183, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 171.61, #queue-req: 0
[2026-08-28 21:48:12] Decode batch, #running-req: 1, #token: 243, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 166.70, #queue-req: 0
[2026-08-28 21:48:12] Decode batch, #running-req: 1, #token: 299, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 155.05, #queue-req: 0
[2026-08-28 21:48:13] Decode batch, #running-req: 1, #token: 98, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 161.54, #queue-req: 0
[2026-08-28 21:48:13] Decode batch, #running-req: 1, #token: 165, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 187.22, #queue-req: 0
[2026-08-28 21:48:13] Decode batch, #running-req: 1, #token: 231, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 182.92, #queue-req: 0
[2026-08-28 21:48:14] Decode batch, #running-req: 1, #token: 66, token usage: 0.00, accept len: 1.77, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 186.71, #queue-req: 0
[2026-08-28 21:48:14] Decode batch, #running-req: 1, #token: 131, token usage: 0.00, accept len: 1.62, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 181.01, #queue-req: 0
[2026-08-28 21:48:15] Decode batch, #running-req: 1, #token: 189, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 161.88, #queue-req: 0
[2026-08-28 21:48:15] Decode batch, #running-req: 1, #token: 249, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 167.17, #queue-req: 0
[2026-08-28 21:48:15] Decode batch, #running-req: 1, #token: 317, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 189.60, #queue-req: 0
[2026-08-28 21:48:16] Decode batch, #running-req: 1, #token: 101, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 153.45, #queue-req: 0
[2026-08-28 21:48:16] Decode batch, #running-req: 1, #token: 157, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 156.38, #queue-req: 0
[2026-08-28 21:48:16] Decode batch, #running-req: 1, #token: 217, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 167.82, #queue-req: 0
[2026-08-28 21:48:17] Decode batch, #running-req: 1, #token: 287, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 195.30, #queue-req: 0
[2026-08-28 21:48:17] Decode batch, #running-req: 1, #token: 129, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 177.52, #queue-req: 0
[2026-08-28 21:48:17] Decode batch, #running-req: 1, #token: 193, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 179.33, #queue-req: 0
[2026-08-28 21:48:18] Decode batch, #running-req: 1, #token: 262, token usage: 0.00, accept len: 1.73, accept rate: 0.43, cuda graph: True, gen throughput (token/s): 192.42, #queue-req: 0
[2026-08-28 21:48:18] Decode batch, #running-req: 1, #token: 325, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 176.38, #queue-req: 0
[2026-08-28 21:48:19] Decode batch, #running-req: 1, #token: 106, token usage: 0.00, accept len: 1.62, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 170.71, #queue-req: 0
[2026-08-28 21:48:19] Decode batch, #running-req: 1, #token: 164, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 162.89, #queue-req: 0
[2026-08-28 21:48:19] Decode batch, #running-req: 1, #token: 223, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 165.53, #queue-req: 0
[2026-08-28 21:48:20] Decode batch, #running-req: 1, #token: 279, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 156.18, #queue-req: 0
[2026-08-28 21:48:20] Decode batch, #running-req: 1, #token: 160, token usage: 0.00, accept len: 1.30, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 133.47, #queue-req: 0
[2026-08-28 21:48:20] Decode batch, #running-req: 1, #token: 218, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 161.70, #queue-req: 0
[2026-08-28 21:48:21] Decode batch, #running-req: 1, #token: 274, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 156.01, #queue-req: 0
[2026-08-28 21:48:21] Decode batch, #running-req: 1, #token: 333, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 164.64, #queue-req: 0
[2026-08-28 21:48:21] Decode batch, #running-req: 1, #token: 100, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 177.20, #queue-req: 0
[2026-08-28 21:48:22] Decode batch, #running-req: 1, #token: 157, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 159.01, #queue-req: 0
[2026-08-28 21:48:22] Decode batch, #running-req: 1, #token: 212, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 153.77, #queue-req: 0
[2026-08-28 21:48:23] Decode batch, #running-req: 1, #token: 263, token usage: 0.00, accept len: 1.27, accept rate: 0.32, cuda graph: True, gen throughput (token/s): 142.72, #queue-req: 0
[2026-08-28 21:48:23] Decode batch, #running-req: 1, #token: 323, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 166.72, #queue-req: 0
[2026-08-28 21:48:23] Decode batch, #running-req: 1, #token: 116, token usage: 0.00, accept len: 1.73, accept rate: 0.43, cuda graph: True, gen throughput (token/s): 178.41, #queue-req: 0
[2026-08-28 21:48:24] Decode batch, #running-req: 1, #token: 176, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 167.03, #queue-req: 0
[2026-08-28 21:48:24] Decode batch, #running-req: 1, #token: 229, token usage: 0.00, accept len: 1.32, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 147.39, #queue-req: 0
[2026-08-28 21:48:24] Decode batch, #running-req: 1, #token: 294, token usage: 0.00, accept len: 1.62, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 178.54, #queue-req: 0
[2026-08-28 21:48:25] Decode batch, #running-req: 1, #token: 111, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 145.98, #queue-req: 0
[2026-08-28 21:48:25] Decode batch, #running-req: 1, #token: 169, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 159.63, #queue-req: 0
[2026-08-28 21:48:25] Decode batch, #running-req: 1, #token: 236, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 187.76, #queue-req: 0
[2026-08-28 21:48:26] Decode batch, #running-req: 1, #token: 306, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 195.60, #queue-req: 0
[2026-08-28 21:48:26] Decode batch, #running-req: 1, #token: 128, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 158.41, #queue-req: 0
[2026-08-28 21:48:27] Decode batch, #running-req: 1, #token: 183, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 151.59, #queue-req: 0
[2026-08-28 21:48:27] Decode batch, #running-req: 1, #token: 241, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 160.51, #queue-req: 0
[2026-08-28 21:48:27] Decode batch, #running-req: 1, #token: 305, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 177.49, #queue-req: 0
[2026-08-28 21:48:28] Decode batch, #running-req: 1, #token: 123, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 190.18, #queue-req: 0
[2026-08-28 21:48:28] Decode batch, #running-req: 1, #token: 185, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 169.90, #queue-req: 0
[2026-08-28 21:48:28] Decode batch, #running-req: 1, #token: 241, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 154.92, #queue-req: 0
[2026-08-28 21:48:29] Decode batch, #running-req: 1, #token: 312, token usage: 0.00, accept len: 1.77, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 194.62, #queue-req: 0
[2026-08-28 21:48:29] Decode batch, #running-req: 1, #token: 92, token usage: 0.00, accept len: 1.98, accept rate: 0.49, cuda graph: True, gen throughput (token/s): 205.45, #queue-req: 0
[2026-08-28 21:48:30] Decode batch, #running-req: 1, #token: 145, token usage: 0.00, accept len: 1.32, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 146.85, #queue-req: 0
[2026-08-28 21:48:30] Decode batch, #running-req: 1, #token: 209, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 176.53, #queue-req: 0
[2026-08-28 21:48:30] Decode batch, #running-req: 1, #token: 267, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 159.71, #queue-req: 0
[2026-08-28 21:48:31] Decode batch, #running-req: 1, #token: 65, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 171.44, #queue-req: 0
[2026-08-28 21:48:31] Decode batch, #running-req: 1, #token: 127, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 171.07, #queue-req: 0
[2026-08-28 21:48:31] Decode batch, #running-req: 1, #token: 204, token usage: 0.00, accept len: 1.93, accept rate: 0.48, cuda graph: True, gen throughput (token/s): 211.78, #queue-req: 0
[2026-08-28 21:48:32] Decode batch, #running-req: 1, #token: 64, token usage: 0.00, accept len: 2.73, accept rate: 0.68, cuda graph: True, gen throughput (token/s): 288.73, #queue-req: 0
[2026-08-28 21:48:32] Decode batch, #running-req: 1, #token: 131, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 186.73, #queue-req: 0
[2026-08-28 21:48:32] Decode batch, #running-req: 1, #token: 201, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 194.13, #queue-req: 0
[2026-08-28 21:48:33] Decode batch, #running-req: 1, #token: 265, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 176.87, #queue-req: 0
[2026-08-28 21:48:33] Decode batch, #running-req: 1, #token: 62, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 151.10, #queue-req: 0
[2026-08-28 21:48:34] Decode batch, #running-req: 1, #token: 132, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 192.93, #queue-req: 0
[2026-08-28 21:48:34] Decode batch, #running-req: 1, #token: 204, token usage: 0.00, accept len: 1.80, accept rate: 0.45, cuda graph: True, gen throughput (token/s): 197.57, #queue-req: 0
[2026-08-28 21:48:34] Decode batch, #running-req: 1, #token: 278, token usage: 0.00, accept len: 1.85, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 202.76, #queue-req: 0
[2026-08-28 21:48:35] Decode batch, #running-req: 1, #token: 91, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 146.08, #queue-req: 0
[2026-08-28 21:48:35] Decode batch, #running-req: 1, #token: 156, token usage: 0.00, accept len: 1.62, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 179.88, #queue-req: 0
[2026-08-28 21:48:35] Decode batch, #running-req: 1, #token: 220, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 176.07, #queue-req: 0
[2026-08-28 21:48:36] Decode batch, #running-req: 1, #token: 283, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 174.67, #queue-req: 0
[2026-08-28 21:48:36] Decode batch, #running-req: 1, #token: 97, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 146.35, #queue-req: 0
[2026-08-28 21:48:37] Decode batch, #running-req: 1, #token: 155, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 162.07, #queue-req: 0
[2026-08-28 21:48:37] Decode batch, #running-req: 1, #token: 217, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 173.32, #queue-req: 0
[2026-08-28 21:48:37] Decode batch, #running-req: 1, #token: 274, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 158.97, #queue-req: 0
[2026-08-28 21:48:38] Decode batch, #running-req: 1, #token: 122, token usage: 0.00, accept len: 1.62, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 169.22, #queue-req: 0
[2026-08-28 21:48:38] Decode batch, #running-req: 1, #token: 169, token usage: 0.00, accept len: 1.18, accept rate: 0.29, cuda graph: True, gen throughput (token/s): 130.84, #queue-req: 0
[2026-08-28 21:48:38] Decode batch, #running-req: 1, #token: 231, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 171.93, #queue-req: 0
[2026-08-28 21:48:39] Decode batch, #running-req: 1, #token: 304, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 201.04, #queue-req: 0
[2026-08-28 21:48:39] Decode batch, #running-req: 1, #token: 94, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 162.26, #queue-req: 0
[2026-08-28 21:48:39] Decode batch, #running-req: 1, #token: 144, token usage: 0.00, accept len: 1.25, accept rate: 0.31, cuda graph: True, gen throughput (token/s): 138.54, #queue-req: 0
[2026-08-28 21:48:40] Decode batch, #running-req: 1, #token: 205, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 169.05, #queue-req: 0
[2026-08-28 21:48:40] Decode batch, #running-req: 1, #token: 263, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 160.11, #queue-req: 0
[2026-08-28 21:48:41] Decode batch, #running-req: 1, #token: 57, token usage: 0.00, accept len: 2.02, accept rate: 0.51, cuda graph: True, gen throughput (token/s): 212.32, #queue-req: 0
[2026-08-28 21:48:41] Decode batch, #running-req: 1, #token: 124, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 187.16, #queue-req: 0
[2026-08-28 21:48:41] Decode batch, #running-req: 1, #token: 190, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 184.65, #queue-req: 0
[2026-08-28 21:48:42] Decode batch, #running-req: 1, #token: 261, token usage: 0.00, accept len: 1.77, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 197.93, #queue-req: 0
[2026-08-28 21:48:42] Decode batch, #running-req: 1, #token: 62, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 159.12, #queue-req: 0
[2026-08-28 21:48:42] Decode batch, #running-req: 1, #token: 119, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 158.64, #queue-req: 0
[2026-08-28 21:48:43] Decode batch, #running-req: 1, #token: 177, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 160.68, #queue-req: 0
[2026-08-28 21:48:43] Decode batch, #running-req: 1, #token: 238, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 166.33, #queue-req: 0
[2026-08-28 21:48:43] Decode batch, #running-req: 1, #token: 81, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 172.18, #queue-req: 0
[2026-08-28 21:48:44] Decode batch, #running-req: 1, #token: 132, token usage: 0.00, accept len: 1.27, accept rate: 0.32, cuda graph: True, gen throughput (token/s): 141.76, #queue-req: 0
[2026-08-28 21:48:44] Decode batch, #running-req: 1, #token: 198, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 182.26, #queue-req: 0
[2026-08-28 21:48:45] Decode batch, #running-req: 1, #token: 254, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 154.72, #queue-req: 0
[2026-08-28 21:48:45] Decode batch, #running-req: 1, #token: 309, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 151.50, #queue-req: 0
[2026-08-28 21:48:45] Decode batch, #running-req: 1, #token: 123, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 160.05, #queue-req: 0
[2026-08-28 21:48:46] Decode batch, #running-req: 1, #token: 182, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 161.54, #queue-req: 0
[2026-08-28 21:48:46] Decode batch, #running-req: 1, #token: 255, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 200.95, #queue-req: 0
[2026-08-28 21:48:46] Decode batch, #running-req: 1, #token: 315, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 164.90, #queue-req: 0
[2026-08-28 21:48:47] Decode batch, #running-req: 1, #token: 72, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 166.80, #queue-req: 0
[2026-08-28 21:48:47] Decode batch, #running-req: 1, #token: 132, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 166.86, #queue-req: 0
[2026-08-28 21:48:48] Decode batch, #running-req: 1, #token: 193, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 168.28, #queue-req: 0
[2026-08-28 21:48:48] Decode batch, #running-req: 1, #token: 258, token usage: 0.00, accept len: 1.62, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 179.21, #queue-req: 0
[2026-08-28 21:48:48] Decode batch, #running-req: 1, #token: 70, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 159.69, #queue-req: 0
[2026-08-28 21:48:49] Decode batch, #running-req: 1, #token: 128, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 161.86, #queue-req: 0
[2026-08-28 21:48:49] Decode batch, #running-req: 1, #token: 172, token usage: 0.00, accept len: 1.10, accept rate: 0.28, cuda graph: True, gen throughput (token/s): 121.44, #queue-req: 0
[2026-08-28 21:48:49] Decode batch, #running-req: 1, #token: 229, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 156.89, #queue-req: 0
[2026-08-28 21:48:50] Decode batch, #running-req: 1, #token: 281, token usage: 0.00, accept len: 1.30, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 143.29, #queue-req: 0
[2026-08-28 21:48:50] Decode batch, #running-req: 1, #token: 99, token usage: 0.00, accept len: 1.23, accept rate: 0.31, cuda graph: True, gen throughput (token/s): 128.24, #queue-req: 0
[2026-08-28 21:48:50] Decode batch, #running-req: 1, #token: 163, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 178.78, #queue-req: 0
[2026-08-28 21:48:51] Decode batch, #running-req: 1, #token: 231, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 190.12, #queue-req: 0
[2026-08-28 21:48:51] Decode batch, #running-req: 1, #token: 289, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 161.59, #queue-req: 0
[2026-08-28 21:48:52] Decode batch, #running-req: 1, #token: 108, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 175.90, #queue-req: 0
[2026-08-28 21:48:52] Decode batch, #running-req: 1, #token: 163, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 152.02, #queue-req: 0
[2026-08-28 21:48:52] Decode batch, #running-req: 1, #token: 230, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 182.36, #queue-req: 0
