[2026-08-28 21:50:24] Decode batch, #running-req: 1, #token: 83, token usage: 0.00, accept len: 2.95, accept rate: 0.74, cuda graph: True, gen throughput (token/s): 16.64, #queue-req: 0
[2026-08-28 21:51:22] Decode batch, #running-req: 1, #token: 332, token usage: 0.00, accept len: 2.55, accept rate: 0.64, cuda graph: True, gen throughput (token/s): 266.82, #queue-req: 0
[2026-08-28 21:51:22] Decode batch, #running-req: 1, #token: 148, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 225.39, #queue-req: 0
[2026-08-28 21:51:23] Decode batch, #running-req: 1, #token: 231, token usage: 0.00, accept len: 2.08, accept rate: 0.52, cuda graph: True, gen throughput (token/s): 217.36, #queue-req: 0
[2026-08-28 21:51:23] Decode batch, #running-req: 1, #token: 78, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 208.19, #queue-req: 0
[2026-08-28 21:51:23] Decode batch, #running-req: 1, #token: 151, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 188.45, #queue-req: 0
[2026-08-28 21:51:24] Decode batch, #running-req: 1, #token: 243, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 236.05, #queue-req: 0
[2026-08-28 21:51:24] Decode batch, #running-req: 1, #token: 108, token usage: 0.00, accept len: 2.58, accept rate: 0.64, cuda graph: True, gen throughput (token/s): 246.92, #queue-req: 0
[2026-08-28 21:51:25] Decode batch, #running-req: 1, #token: 205, token usage: 0.00, accept len: 2.42, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 253.60, #queue-req: 0
[2026-08-28 21:51:25] Decode batch, #running-req: 1, #token: 297, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 237.57, #queue-req: 0
[2026-08-28 21:51:25] Decode batch, #running-req: 1, #token: 133, token usage: 0.00, accept len: 2.27, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 224.27, #queue-req: 0
[2026-08-28 21:51:26] Decode batch, #running-req: 1, #token: 219, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 224.83, #queue-req: 0
[2026-08-28 21:51:26] Decode batch, #running-req: 1, #token: 304, token usage: 0.00, accept len: 2.12, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 221.88, #queue-req: 0
[2026-08-28 21:51:27] Decode batch, #running-req: 1, #token: 104, token usage: 0.00, accept len: 2.48, accept rate: 0.62, cuda graph: True, gen throughput (token/s): 244.78, #queue-req: 0
[2026-08-28 21:51:27] Decode batch, #running-req: 1, #token: 199, token usage: 0.00, accept len: 2.38, accept rate: 0.59, cuda graph: True, gen throughput (token/s): 248.41, #queue-req: 0
[2026-08-28 21:51:27] Decode batch, #running-req: 1, #token: 289, token usage: 0.00, accept len: 2.25, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 234.57, #queue-req: 0
[2026-08-28 21:51:28] Decode batch, #running-req: 1, #token: 101, token usage: 0.00, accept len: 2.00, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 196.99, #queue-req: 0
[2026-08-28 21:51:28] Decode batch, #running-req: 1, #token: 188, token usage: 0.00, accept len: 2.17, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 227.69, #queue-req: 0
[2026-08-28 21:51:29] Decode batch, #running-req: 1, #token: 290, token usage: 0.00, accept len: 2.55, accept rate: 0.64, cuda graph: True, gen throughput (token/s): 266.92, #queue-req: 0
[2026-08-28 21:51:29] Decode batch, #running-req: 1, #token: 125, token usage: 0.00, accept len: 2.10, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 207.09, #queue-req: 0
[2026-08-28 21:51:29] Decode batch, #running-req: 1, #token: 220, token usage: 0.00, accept len: 2.38, accept rate: 0.59, cuda graph: True, gen throughput (token/s): 248.50, #queue-req: 0
[2026-08-28 21:51:30] Decode batch, #running-req: 1, #token: 62, token usage: 0.00, accept len: 2.58, accept rate: 0.64, cuda graph: True, gen throughput (token/s): 255.86, #queue-req: 0
[2026-08-28 21:51:30] Decode batch, #running-req: 1, #token: 138, token usage: 0.00, accept len: 1.90, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 200.16, #queue-req: 0
[2026-08-28 21:51:30] Decode batch, #running-req: 1, #token: 242, token usage: 0.00, accept len: 2.60, accept rate: 0.65, cuda graph: True, gen throughput (token/s): 271.30, #queue-req: 0
[2026-08-28 21:51:31] Decode batch, #running-req: 1, #token: 96, token usage: 0.00, accept len: 2.42, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 240.14, #queue-req: 0
[2026-08-28 21:51:31] Decode batch, #running-req: 1, #token: 180, token usage: 0.00, accept len: 2.10, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 219.26, #queue-req: 0
[2026-08-28 21:51:32] Decode batch, #running-req: 1, #token: 259, token usage: 0.00, accept len: 1.98, accept rate: 0.49, cuda graph: True, gen throughput (token/s): 206.01, #queue-req: 0
[2026-08-28 21:51:32] Decode batch, #running-req: 1, #token: 102, token usage: 0.00, accept len: 2.12, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 209.14, #queue-req: 0
[2026-08-28 21:51:32] Decode batch, #running-req: 1, #token: 200, token usage: 0.00, accept len: 2.45, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 256.92, #queue-req: 0
[2026-08-28 21:51:33] Decode batch, #running-req: 1, #token: 296, token usage: 0.00, accept len: 2.40, accept rate: 0.60, cuda graph: True, gen throughput (token/s): 251.15, #queue-req: 0
[2026-08-28 21:51:33] Decode batch, #running-req: 1, #token: 163, token usage: 0.00, accept len: 2.10, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 204.47, #queue-req: 0
[2026-08-28 21:51:34] Decode batch, #running-req: 1, #token: 273, token usage: 0.00, accept len: 2.75, accept rate: 0.69, cuda graph: True, gen throughput (token/s): 287.44, #queue-req: 0
[2026-08-28 21:51:34] Decode batch, #running-req: 1, #token: 340, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 174.31, #queue-req: 0
[2026-08-28 21:51:34] Decode batch, #running-req: 1, #token: 152, token usage: 0.00, accept len: 2.12, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 209.97, #queue-req: 0
[2026-08-28 21:51:35] Decode batch, #running-req: 1, #token: 249, token usage: 0.00, accept len: 2.42, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 253.99, #queue-req: 0
[2026-08-28 21:51:35] Decode batch, #running-req: 1, #token: 56, token usage: 0.00, accept len: 2.35, accept rate: 0.59, cuda graph: True, gen throughput (token/s): 232.38, #queue-req: 0
[2026-08-28 21:51:36] Decode batch, #running-req: 1, #token: 146, token usage: 0.00, accept len: 2.25, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 236.93, #queue-req: 0
[2026-08-28 21:51:36] Decode batch, #running-req: 1, #token: 237, token usage: 0.00, accept len: 2.27, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 237.66, #queue-req: 0
[2026-08-28 21:51:36] Decode batch, #running-req: 1, #token: 59, token usage: 0.00, accept len: 2.05, accept rate: 0.51, cuda graph: True, gen throughput (token/s): 201.36, #queue-req: 0
[2026-08-28 21:51:37] Decode batch, #running-req: 1, #token: 140, token usage: 0.00, accept len: 2.02, accept rate: 0.51, cuda graph: True, gen throughput (token/s): 213.93, #queue-req: 0
[2026-08-28 21:51:37] Decode batch, #running-req: 1, #token: 224, token usage: 0.00, accept len: 2.10, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 219.72, #queue-req: 0
[2026-08-28 21:51:38] Decode batch, #running-req: 1, #token: 86, token usage: 0.00, accept len: 2.12, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 210.26, #queue-req: 0
[2026-08-28 21:51:38] Decode batch, #running-req: 1, #token: 193, token usage: 0.00, accept len: 2.67, accept rate: 0.67, cuda graph: True, gen throughput (token/s): 280.96, #queue-req: 0
[2026-08-28 21:51:38] Decode batch, #running-req: 1, #token: 282, token usage: 0.00, accept len: 2.23, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 232.96, #queue-req: 0
[2026-08-28 21:51:39] Decode batch, #running-req: 1, #token: 126, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 225.63, #queue-req: 0
[2026-08-28 21:51:39] Decode batch, #running-req: 1, #token: 214, token usage: 0.00, accept len: 2.20, accept rate: 0.55, cuda graph: True, gen throughput (token/s): 230.52, #queue-req: 0
[2026-08-28 21:51:39] Decode batch, #running-req: 1, #token: 317, token usage: 0.00, accept len: 2.58, accept rate: 0.64, cuda graph: True, gen throughput (token/s): 269.60, #queue-req: 0
[2026-08-28 21:51:40] Decode batch, #running-req: 1, #token: 96, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 212.39, #queue-req: 0
[2026-08-28 21:51:40] Decode batch, #running-req: 1, #token: 189, token usage: 0.00, accept len: 2.33, accept rate: 0.58, cuda graph: True, gen throughput (token/s): 243.75, #queue-req: 0
[2026-08-28 21:51:41] Decode batch, #running-req: 1, #token: 286, token usage: 0.00, accept len: 2.42, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 253.21, #queue-req: 0
[2026-08-28 21:51:41] Decode batch, #running-req: 1, #token: 112, token usage: 0.00, accept len: 1.88, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 184.50, #queue-req: 0
[2026-08-28 21:51:41] Decode batch, #running-req: 1, #token: 164, token usage: 0.00, accept len: 1.30, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 136.07, #queue-req: 0
[2026-08-28 21:51:42] Decode batch, #running-req: 1, #token: 247, token usage: 0.00, accept len: 2.08, accept rate: 0.52, cuda graph: True, gen throughput (token/s): 216.77, #queue-req: 0
[2026-08-28 21:51:42] Decode batch, #running-req: 1, #token: 103, token usage: 0.00, accept len: 2.17, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 214.84, #queue-req: 0
[2026-08-28 21:51:43] Decode batch, #running-req: 1, #token: 204, token usage: 0.00, accept len: 2.52, accept rate: 0.63, cuda graph: True, gen throughput (token/s): 264.33, #queue-req: 0
[2026-08-28 21:51:43] Decode batch, #running-req: 1, #token: 297, token usage: 0.00, accept len: 2.33, accept rate: 0.58, cuda graph: True, gen throughput (token/s): 242.80, #queue-req: 0
[2026-08-28 21:51:43] Decode batch, #running-req: 1, #token: 140, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 227.75, #queue-req: 0
[2026-08-28 21:51:44] Decode batch, #running-req: 1, #token: 236, token usage: 0.00, accept len: 2.40, accept rate: 0.60, cuda graph: True, gen throughput (token/s): 251.13, #queue-req: 0
[2026-08-28 21:51:44] Decode batch, #running-req: 1, #token: 320, token usage: 0.00, accept len: 2.10, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 219.24, #queue-req: 0
[2026-08-28 21:51:45] Decode batch, #running-req: 1, #token: 155, token usage: 0.00, accept len: 2.23, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 220.40, #queue-req: 0
[2026-08-28 21:51:45] Decode batch, #running-req: 1, #token: 241, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 224.62, #queue-req: 0
